customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00174,Female,0,Yes,No,67,No,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,83.05,5558.33,No
CUST00175,Female,1,No,Yes,46,No,No phone service,No,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,72.99,3359.74,No
CUST00176,Male,0,No,Yes,24,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.9,712.39,No
CUST00177,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),116.84,2443.91,Yes
CUST00178,Male,1,Yes,No,11,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),108.72,1139.75,No
CUST00179,Male,1,Yes,Yes,36,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.92,1624.26,No
CUST00180,Male,1,Yes,Yes,41,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),32.23,1316.3,No
CUST00181,Male,0,Yes,Yes,16,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,114.24,1790.7,No
CUST00182,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,66.11,3149.48,No
CUST00183,Male,0,No,Yes,27,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,51.12,1337.59,No
CUST00184,Male,1,No,No,40,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,69.04,2824.93,No
CUST00185,Male,0,No,No,46,No,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Mailed check,97.27,4505.6,No
CUST00186,Female,0,Yes,No,17,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,36.84,684.48,No
CUST00187,Male,0,No,No,70,No,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,96.75,6730.07,No
CUST00188,Male,0,No,No,12,No,No,No,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,94.94,1120.11,No
CUST00189,Female,0,No,No,12,No,No phone service,No,Yes,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,73.93,932.06,No
CUST00190,Male,0,No,No,30,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,106.58,3233.23,Yes
CUST00191,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,33.21,18.87,No
CUST00192,Male,0,Yes,No,15,No,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,79.55,1186.02,No
CUST00193,Male,0,Yes,Yes,8,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,64.93,497.72,No
CUST00194,Male,0,No,Yes,37,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),62.23,2293.94,No
CUST00195,Female,0,No,No,53,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,45.26,2350.51,No
CUST00196,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Electronic check,57.23,3090.99,No
CUST00197,Female,0,Yes,Yes,44,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,30.82,1406.35,No
CUST00198,Male,0,Yes,Yes,33,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.16,1480.01,No
CUST00199,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,47.2,435.17,No
CUST00200,Male,0,Yes,No,7,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),92.07,674.29,Yes
CUST00201,Female,0,Yes,No,6,No,No phone service,No,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),24.86,164.76,No
CUST00202,Male,0,No,No,35,No,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),85.12,2943.69,No
CUST00203,Male,0,Yes,No,17,No,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,42.14,655.84,No
CUST00204,Female,0,Yes,No,2,No,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.19,33.53,No
CUST00205,Male,1,No,No,27,No,No,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),50.08,1428.76,No
CUST00206,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.45,2973.5,No
CUST00207,Female,1,Yes,No,43,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),75.2,3206.08,No
CUST00208,Female,0,No,No,20,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),55.74,1092.52,No
CUST00209,Male,0,Yes,No,27,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.6,3101.75,Yes
CUST00210,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),116.35,6089.2,Yes
CUST00211,Male,0,No,No,53,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.37,3416.69,No
CUST00212,Male,0,No,Yes,64,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.51,6454.89,Yes
CUST00213,Male,0,No,Yes,20,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,21.33,513.48,No
CUST00214,Male,0,Yes,Yes,12,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Mailed check,74.78,927.76,No
CUST00215,Male,1,No,Yes,56,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,94.33,5252.35,No
CUST00216,Female,1,Yes,No,48,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,41.69,1928.65,No
CUST00217,Male,1,No,Yes,53,No,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),26.12,1436.71,No
CUST00218,Female,0,Yes,No,9,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,35.59,342.67,No
CUST00219,Male,0,No,No,52,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),64.18,3321.55,No
CUST00220,Male,1,No,Yes,43,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,70.64,3013.36,No
CUST00221,Male,0,No,No,46,No,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.09,2702.16,No
CUST00222,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,64.0,3286.67,No
CUST00223,Female,0,Yes,Yes,45,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),67.02,3027.86,No
CUST00224,Female,0,No,No,12,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,96.94,1102.29,No
CUST00225,Female,1,No,No,36,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),30.52,1210.15,No
CUST00226,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,96.9,2194.35,No
CUST00227,Female,0,No,No,1,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,88.86,121.28,Yes
CUST00228,Male,0,Yes,No,13,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,94.17,1164.31,Yes
CUST00229,Male,0,No,No,9,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),93.45,832.89,Yes
CUST00230,Female,0,No,Yes,34,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),67.06,2324.27,No
CUST00231,Female,1,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.14,1042.41,No
CUST00232,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),73.66,185.48,No
CUST00233,Female,0,No,No,16,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),115.8,1845.89,No
CUST00234,Female,0,No,No,11,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,78.85,834.05,No
CUST00235,Female,1,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),21.1,1064.42,No
CUST00236,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,25.97,672.5,No
CUST00237,Female,1,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),119.29,3345.29,No
CUST00238,Male,0,No,No,42,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.19,1156.39,No
CUST00239,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,24.6,648.67,No
CUST00240,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),55.3,3292.04,No
CUST00241,Male,0,No,Yes,64,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),116.93,7477.15,No
CUST00242,Female,0,No,No,27,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,51.87,1437.71,No
CUST00243,Male,0,No,Yes,15,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,60.99,883.72,No
CUST00244,Male,0,No,No,46,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.41,3759.3,Yes
CUST00245,Female,1,No,Yes,57,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),22.41,1347.96,No
CUST00246,Male,0,No,Yes,26,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),109.78,2827.32,No
CUST00247,Male,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,71.94,3725.67,No
CUST00248,Male,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),66.68,2723.08,No
CUST00249,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,106.07,6121.95,Yes
CUST00250,Female,0,Yes,Yes,46,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Credit card (automatic),115.31,5359.33,No
CUST00251,Male,1,Yes,No,33,No,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,62.34,2075.94,No
CUST00252,Female,0,Yes,Yes,36,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,37.24,1325.45,No
CUST00253,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Mailed check,101.57,444.07,Yes
CUST00254,Male,0,No,No,6,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,60.33,377.17,No
CUST00255,Male,0,No,No,24,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,113.55,2602.67,No
CUST00256,Male,0,No,No,32,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),114.99,3691.32,No
CUST00257,Female,0,No,No,54,No,Yes,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.48,1767.08,No
CUST00258,Female,1,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,115.66,6595.85,No
CUST00259,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),56.83,401.3,No
CUST00260,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),84.63,4677.82,No
CUST00261,Female,0,No,No,11,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,23.48,360.21,No
CUST00262,Male,0,Yes,Yes,15,No,No,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),108.89,1688.21,Yes
CUST00263,Male,0,No,Yes,42,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,84.16,3558.52,No
CUST00264,Male,0,No,Yes,6,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),84.36,476.24,Yes
CUST00265,Female,0,No,Yes,50,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.22,5472.77,No
CUST00266,Female,0,No,Yes,31,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,70.83,2192.18,No
CUST00267,Female,1,Yes,No,7,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),61.05,487.49,No
CUST00268,Male,0,No,Yes,71,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,106.61,7503.53,No
CUST00269,Male,1,No,No,44,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,94.24,4147.08,No
CUST00270,Female,0,Yes,No,58,No,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,114.9,6700.91,Yes
CUST00271,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),114.01,388.5,No
CUST00272,Female,0,No,No,66,No,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.23,3879.74,No
CUST00273,Female,0,Yes,No,28,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),64.7,1740.72,No
CUST00274,Male,0,No,Yes,28,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,45.6,1333.39,No
CUST00275,Female,0,No,Yes,27,No,No,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.06,2326.98,Yes
CUST00276,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),56.45,2373.07,No
CUST00277,Female,0,No,No,3,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),98.61,294.62,Yes
CUST00278,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,32.16,159.35,Yes
CUST00279,Female,0,No,Yes,4,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,31.64,155.47,No
CUST00280,Female,0,No,No,55,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,40.45,2218.36,No
CUST00281,Female,0,Yes,No,49,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),28.43,1329.56,No
CUST00282,Female,0,Yes,No,14,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.0,1133.5,No
CUST00283,Male,0,No,No,31,No,No phone service,No,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),34.74,1041.57,No
CUST00284,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,36.0,939.82,No
CUST00285,Male,1,No,No,21,No,No,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),21.42,336.77,No
CUST00286,Male,0,No,No,16,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,98.21,1487.75,No
CUST00287,Male,0,No,Yes,58,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,101.23,5859.86,No
CUST00288,Male,0,No,Yes,70,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,36.2,2513.91,No
CUST00289,Female,1,No,No,56,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.95,5309.9,Yes
CUST00290,Male,0,Yes,Yes,25,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,63.35,1552.16,No
CUST00291,Male,0,No,No,24,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.96,1028.69,No
CUST00292,Male,0,Yes,No,9,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.14,715.25,No
CUST00293,Female,0,Yes,Yes,44,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),37.85,1655.55,No
CUST00294,Female,0,No,Yes,10,No,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),95.69,961.47,Yes
CUST00295,Female,1,No,No,52,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),24.76,1267.2,No
CUST00296,Female,1,No,No,71,No,Yes,No,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,115.91,8258.17,No
CUST00297,Male,0,No,No,67,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,27.19,1936.74,No
CUST00298,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,77.94,2063.11,No
CUST00299,Female,1,Yes,No,64,No,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),110.22,7073.67,No
CUST00300,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Electronic check,21.19,1018.6,No
CUST00301,Male,0,No,No,46,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,69.85,3265.45,No
CUST00302,Male,0,Yes,No,51,No,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),55.0,2815.15,No
CUST00303,Female,0,Yes,No,53,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),78.03,4099.27,No
CUST00304,Female,0,No,Yes,59,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Electronic check,42.55,2452.2,No
CUST00305,Male,0,Yes,No,56,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,26.49,1513.96,No
CUST00306,Female,1,No,No,46,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,82.59,3744.95,No
CUST00307,Female,1,Yes,No,30,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),61.68,1909.59,No
CUST00308,Female,0,Yes,No,45,No,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,82.25,3728.91,No
CUST00309,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),41.05,1030.59,No
CUST00310,Female,1,Yes,Yes,4,No,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.87,149.87,Yes
CUST00311,Male,1,Yes,Yes,51,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),76.17,3918.44,No
CUST00312,Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,One year,No,Electronic check,79.31,4284.27,No
CUST00313,Male,1,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,57.23,1810.11,No
CUST00314,Male,1,Yes,Yes,49,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),48.01,2315.39,No
CUST00315,Female,0,Yes,Yes,37,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),47.37,1748.09,No
CUST00316,Male,0,No,Yes,26,No,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),37.47,997.57,No
CUST00317,Male,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,52.54,709.0,No
CUST00318,Male,0,Yes,No,60,No,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.94,2441.36,No
CUST00319,Female,0,No,Yes,20,No,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,83.38,1763.14,Yes
CUST00320,Female,1,No,Yes,45,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),76.91,3477.46,No
CUST00321,Male,0,No,Yes,68,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),58.26,3945.43,No
CUST00322,Female,0,Yes,No,5,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,52.58,284.9,Yes
CUST00323,Female,0,No,No,37,No,No,No,No,Yes,No,No internet service,No,No internet service,One year,No,Credit card (automatic),43.76,1677.98,No
CUST00324,Female,0,Yes,No,61,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.55,4494.53,No
CUST00325,Female,1,No,Yes,61,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,111.89,6849.54,Yes
CUST00326,Male,0,Yes,Yes,45,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),88.57,4020.89,Yes
CUST00327,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),94.44,1089.51,No
CUST00328,Female,0,No,Yes,2,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,103.44,229.84,Yes
CUST00329,Female,0,No,No,5,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),55.16,208.7,Yes
CUST00330,Male,0,Yes,Yes,7,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),26.29,151.11,Yes
CUST00331,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.26,3594.46,Yes
CUST00332,Female,0,No,Yes,32,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.87,1287.39,No
CUST00333,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,No,Electronic check,76.9,3754.59,No
CUST00334,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,No,Mailed check,93.95,1024.79,Yes
CUST00335,Female,0,Yes,Yes,27,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,98.36,2590.21,No
CUST00336,Male,1,No,No,69,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),50.18,3452.17,No
CUST00337,Male,0,No,No,40,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,71.24,2863.36,No
CUST00338,Female,0,No,No,15,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),82.1,1091.09,No
CUST00339,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),101.95,6822.77,Yes
CUST00340,Male,0,Yes,No,47,No,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,96.14,4462.36,No
CUST00341,Female,0,No,No,55,No,No,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),118.8,6478.91,No
CUST00342,Male,0,No,No,63,No,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,20.81,1297.42,No
CUST00343,Female,1,No,Yes,58,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63.75,3606.22,No
CUST00344,Male,0,No,Yes,61,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,45.6,2741.2,No
CUST00345,Male,0,No,No,10,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),31.99,229.79,No
CUST00346,Male,0,No,Yes,17,No,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,111.15,1895.74,Yes
CUST00347,Female,1,Yes,No,18,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.8,2161.62,Yes
CUST00348,Female,0,No,No,54,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,38.06,2037.81,No
CUST00349,Male,0,Yes,Yes,25,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.84,645.82,No
