customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ChurnProbability,Customer_Status
CUST00191,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,33.21,18.87,0.2854281,Not At Risk
CUST00192,Male,0,Yes,No,15,No,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,79.55,1186.02,0.18187803,Not At Risk
CUST00193,Male,0,Yes,Yes,8,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,64.93,497.72,0.11739877,Not At Risk
CUST00194,Male,0,No,Yes,37,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),62.23,2293.94,0.1548969,Not At Risk
CUST00195,Female,0,No,No,53,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,45.26,2350.51,0.2658921,Not At Risk
CUST00196,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Electronic check,57.23,3090.99,0.070909716,Not At Risk
CUST00197,Female,0,Yes,Yes,44,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,30.82,1406.35,0.011980375,Not At Risk
CUST00198,Male,0,Yes,Yes,33,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.16,1480.01,0.051963437,Not At Risk
CUST00199,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,47.2,435.17,0.103803135,Not At Risk
CUST00201,Female,0,Yes,No,6,No,No phone service,No,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),24.86,164.76,0.084594764,Not At Risk
CUST00202,Male,0,No,No,35,No,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),85.12,2943.69,0.024621028,Not At Risk
CUST00203,Male,0,Yes,No,17,No,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,42.14,655.84,0.019032951,Not At Risk
CUST00204,Female,0,Yes,No,2,No,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.19,33.53,0.0372889,Not At Risk
CUST00205,Male,1,No,No,27,No,No,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),50.08,1428.76,0.21166202,Not At Risk
CUST00206,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.45,2973.5,0.008605925,Not At Risk
CUST00207,Female,1,Yes,No,43,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),75.2,3206.08,0.023843905,Not At Risk
CUST00208,Female,0,No,No,20,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),55.74,1092.52,0.20502035,Not At Risk
CUST00211,Male,0,No,No,53,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.37,3416.69,0.15473236,Not At Risk
CUST00213,Male,0,No,Yes,20,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,21.33,513.48,0.1126909,Not At Risk
CUST00214,Male,0,Yes,Yes,12,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Mailed check,74.78,927.76,0.16576697,Not At Risk
CUST00215,Male,1,No,Yes,56,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,94.33,5252.35,0.068001516,Not At Risk
CUST00216,Female,1,Yes,No,48,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,41.69,1928.65,0.16791995,Not At Risk
CUST00217,Male,1,No,Yes,53,No,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),26.12,1436.71,0.0675755,Not At Risk
CUST00218,Female,0,Yes,No,9,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,35.59,342.67,0.021186022,Not At Risk
CUST00219,Male,0,No,No,52,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),64.18,3321.55,0.22334605,Not At Risk
CUST00220,Male,1,No,Yes,43,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,70.64,3013.36,0.02873539,Not At Risk
CUST00221,Male,0,No,No,46,No,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.09,2702.16,0.24371685,Not At Risk
CUST00222,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,64.0,3286.67,0.21040308,Not At Risk
CUST00223,Female,0,Yes,Yes,45,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),67.02,3027.86,0.024036549,Not At Risk
CUST00224,Female,0,No,No,12,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,96.94,1102.29,0.29354542,Not At Risk
CUST00225,Female,1,No,No,36,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),30.52,1210.15,0.041543014,Not At Risk
CUST00226,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,96.9,2194.35,0.025016837,Not At Risk
CUST00230,Female,0,No,Yes,34,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),67.06,2324.27,0.08687754,Not At Risk
CUST00231,Female,1,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.14,1042.41,0.055199984,Not At Risk
CUST00232,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),73.66,185.48,0.06168354,Not At Risk
CUST00233,Female,0,No,No,16,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),115.8,1845.89,0.07708519,Not At Risk
CUST00234,Female,0,No,No,11,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,78.85,834.05,0.03742005,Not At Risk
CUST00235,Female,1,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),21.1,1064.42,0.042293284,Not At Risk
CUST00236,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,25.97,672.5,0.16583373,Not At Risk
CUST00237,Female,1,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),119.29,3345.29,0.103758514,Not At Risk
CUST00238,Male,0,No,No,42,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.19,1156.39,0.28799596,Not At Risk
CUST00239,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,One year,No,Electronic check,24.6,648.67,0.07338265,Not At Risk
CUST00240,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),55.3,3292.04,0.13795891,Not At Risk
CUST00241,Male,0,No,Yes,64,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),116.93,7477.15,0.08764952,Not At Risk
CUST00242,Female,0,No,No,27,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,51.87,1437.71,0.076091655,Not At Risk
CUST00243,Male,0,No,Yes,15,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,60.99,883.72,0.12899953,Not At Risk
CUST00245,Female,1,No,Yes,57,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),22.41,1347.96,0.049831383,Not At Risk
CUST00246,Male,0,No,Yes,26,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),109.78,2827.32,0.04456926,Not At Risk
CUST00247,Male,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,71.94,3725.67,0.010121726,Not At Risk
CUST00248,Male,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),66.68,2723.08,0.052662008,Not At Risk
CUST00250,Female,0,Yes,Yes,46,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Credit card (automatic),115.31,5359.33,0.04068934,Not At Risk
CUST00251,Male,1,Yes,No,33,No,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,62.34,2075.94,0.16366644,Not At Risk
CUST00252,Female,0,Yes,Yes,36,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,37.24,1325.45,0.016808705,Not At Risk
CUST00254,Male,0,No,No,6,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,60.33,377.17,0.031890426,Not At Risk
CUST00255,Male,0,No,No,24,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,113.55,2602.67,0.063141696,Not At Risk
CUST00256,Male,0,No,No,32,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),114.99,3691.32,0.0597022,Not At Risk
CUST00257,Female,0,No,No,54,No,Yes,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.48,1767.08,0.08558347,Not At Risk
CUST00258,Female,1,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,115.66,6595.85,0.34807417,Not At Risk
CUST00259,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),56.83,401.3,0.027217098,Not At Risk
CUST00260,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),84.63,4677.82,0.043565728,Not At Risk
CUST00261,Female,0,No,No,11,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,23.48,360.21,0.06388467,Not At Risk
CUST00263,Male,0,No,Yes,42,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,84.16,3558.52,0.00843012,Not At Risk
CUST00265,Female,0,No,Yes,50,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.22,5472.77,0.16362858,Not At Risk
CUST00266,Female,0,No,Yes,31,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,70.83,2192.18,0.010994967,Not At Risk
CUST00267,Female,1,Yes,No,7,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),61.05,487.49,0.13808869,Not At Risk
CUST00268,Male,0,No,Yes,71,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,106.61,7503.53,0.055798575,Not At Risk
CUST00269,Male,1,No,No,44,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,94.24,4147.08,0.17520373,Not At Risk
CUST00271,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),114.01,388.5,0.24302493,Not At Risk
CUST00272,Female,0,No,No,66,No,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.23,3879.74,0.10748401,Not At Risk
CUST00273,Female,0,Yes,No,28,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),64.7,1740.72,0.017882558,Not At Risk
CUST00274,Male,0,No,Yes,28,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,45.6,1333.39,0.014044519,Not At Risk
CUST00276,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),56.45,2373.07,0.03115743,Not At Risk
CUST00279,Female,0,No,Yes,4,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,31.64,155.47,0.078402385,Not At Risk
CUST00280,Female,0,No,No,55,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,40.45,2218.36,0.066295035,Not At Risk
CUST00281,Female,0,Yes,No,49,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),28.43,1329.56,0.02065256,Not At Risk
CUST00282,Female,0,Yes,No,14,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.0,1133.5,0.06471941,Not At Risk
CUST00283,Male,0,No,No,31,No,No phone service,No,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),34.74,1041.57,0.02353488,Not At Risk
CUST00284,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,36.0,939.82,0.37462944,Not At Risk
CUST00285,Male,1,No,No,21,No,No,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),21.42,336.77,0.1225873,Not At Risk
CUST00286,Male,0,No,No,16,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,98.21,1487.75,0.33029702,Not At Risk
CUST00287,Male,0,No,Yes,58,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,101.23,5859.86,0.07297958,Not At Risk
CUST00288,Male,0,No,Yes,70,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,36.2,2513.91,0.13579537,Not At Risk
CUST00290,Male,0,Yes,Yes,25,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,63.35,1552.16,0.08307584,Not At Risk
CUST00291,Male,0,No,No,24,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.96,1028.69,0.12299755,Not At Risk
CUST00292,Male,0,Yes,No,9,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.14,715.25,0.017811947,Not At Risk
CUST00293,Female,0,Yes,Yes,44,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),37.85,1655.55,0.01730903,Not At Risk
CUST00295,Female,1,No,No,52,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),24.76,1267.2,0.03962923,Not At Risk
CUST00296,Female,1,No,No,71,No,Yes,No,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,115.91,8258.17,0.13098224,Not At Risk
CUST00297,Male,0,No,No,67,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,27.19,1936.74,0.0066896626,Not At Risk
CUST00298,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,77.94,2063.11,0.35973695,Not At Risk
CUST00299,Female,1,Yes,No,64,No,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),110.22,7073.67,0.041549012,Not At Risk
CUST00300,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Electronic check,21.19,1018.6,0.047308467,Not At Risk
CUST00301,Male,0,No,No,46,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,69.85,3265.45,0.15293726,Not At Risk
CUST00302,Male,0,Yes,No,51,No,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),55.0,2815.15,0.14388819,Not At Risk
CUST00303,Female,0,Yes,No,53,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),78.03,4099.27,0.02813259,Not At Risk
CUST00304,Female,0,No,Yes,59,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Electronic check,42.55,2452.2,0.031963453,Not At Risk
CUST00305,Male,0,Yes,No,56,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,26.49,1513.96,0.1391485,Not At Risk
CUST00306,Female,1,No,No,46,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,82.59,3744.95,0.07821311,Not At Risk
CUST00307,Female,1,Yes,No,30,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),61.68,1909.59,0.024678878,Not At Risk
CUST00308,Female,0,Yes,No,45,No,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,82.25,3728.91,0.07030232,Not At Risk
CUST00309,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),41.05,1030.59,0.049251724,Not At Risk
CUST00311,Male,1,Yes,Yes,51,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),76.17,3918.44,0.011467743,Not At Risk
CUST00312,Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,One year,No,Electronic check,79.31,4284.27,0.085037366,Not At Risk
CUST00313,Male,1,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,57.23,1810.11,0.10384341,Not At Risk
CUST00314,Male,1,Yes,Yes,49,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),48.01,2315.39,0.036211275,Not At Risk
CUST00315,Female,0,Yes,Yes,37,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),47.37,1748.09,0.05166059,Not At Risk
CUST00316,Male,0,No,Yes,26,No,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),37.47,997.57,0.16282769,Not At Risk
CUST00317,Male,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,52.54,709.0,0.38435796,Not At Risk
CUST00318,Male,0,Yes,No,60,No,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.94,2441.36,0.12100309,Not At Risk
CUST00320,Female,1,No,Yes,45,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),76.91,3477.46,0.02937573,Not At Risk
CUST00321,Male,0,No,Yes,68,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),58.26,3945.43,0.04614705,Not At Risk
CUST00323,Female,0,No,No,37,No,No,No,No,Yes,No,No internet service,No,No internet service,One year,No,Credit card (automatic),43.76,1677.98,0.04133199,Not At Risk
CUST00324,Female,0,Yes,No,61,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.55,4494.53,0.1654941,Not At Risk
CUST00327,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),94.44,1089.51,0.55964416,At Risk
CUST00332,Female,0,No,Yes,32,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.87,1287.39,0.018120546,Not At Risk
CUST00333,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,No,Electronic check,76.9,3754.59,0.06650085,Not At Risk
CUST00335,Female,0,Yes,Yes,27,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,98.36,2590.21,0.3833236,Not At Risk
CUST00336,Male,1,No,No,69,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),50.18,3452.17,0.016231544,Not At Risk
CUST00337,Male,0,No,No,40,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,71.24,2863.36,0.28032997,Not At Risk
CUST00338,Female,0,No,No,15,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),82.1,1091.09,0.04240361,Not At Risk
CUST00340,Male,0,Yes,No,47,No,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,96.14,4462.36,0.065742,Not At Risk
CUST00341,Female,0,No,No,55,No,No,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),118.8,6478.91,0.16386631,Not At Risk
CUST00342,Male,0,No,No,63,No,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,20.81,1297.42,0.08546596,Not At Risk
CUST00343,Female,1,No,Yes,58,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63.75,3606.22,0.22149305,Not At Risk
CUST00344,Male,0,No,Yes,61,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,45.6,2741.2,0.12922846,Not At Risk
CUST00345,Male,0,No,No,10,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),31.99,229.79,0.08365549,Not At Risk
CUST00348,Female,0,No,No,54,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,38.06,2037.81,0.100339994,Not At Risk
CUST00349,Male,0,Yes,Yes,25,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.84,645.82,0.11902998,Not At Risk
CUST00350,Female,0,No,No,5,No,No,No,No,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,47.51,222.74,0.07190037,Not At Risk
CUST00352,Male,0,Yes,Yes,28,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.39,1337.62,0.09780585,Not At Risk
CUST00353,Female,1,Yes,No,58,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,25.69,1374.86,0.08288094,Not At Risk
CUST00354,Female,0,Yes,Yes,16,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),25.25,396.73,0.018145153,Not At Risk
CUST00355,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,62.74,2621.28,0.01912787,Not At Risk
CUST00357,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),48.59,1636.84,0.10891871,Not At Risk
CUST00358,Male,0,No,Yes,7,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),62.72,418.38,0.034062516,Not At Risk
CUST00359,Male,0,Yes,Yes,12,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),30.19,369.36,0.09464102,Not At Risk
CUST00362,Male,0,No,Yes,42,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,47.12,2062.49,0.039578147,Not At Risk
CUST00363,Female,0,No,Yes,38,No,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,49.67,1847.99,0.15974839,Not At Risk
CUST00364,Male,0,No,Yes,58,No,No phone service,No,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,104.2,6092.35,0.05192983,Not At Risk
CUST00365,Male,0,No,Yes,43,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),21.04,883.58,0.022615567,Not At Risk
CUST00366,Female,0,Yes,Yes,8,No,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),83.65,678.88,0.30042157,Not At Risk
CUST00367,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),59.39,2110.16,0.044629697,Not At Risk
CUST00368,Male,1,Yes,No,35,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,49.84,1737.3,0.075970136,Not At Risk
CUST00369,Male,1,Yes,No,27,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.76,2326.1,0.037994385,Not At Risk
CUST00370,Female,0,No,No,41,No,No phone service,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,103.47,4271.93,0.21498463,Not At Risk
CUST00371,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,75.84,3188.35,0.02074724,Not At Risk
CUST00372,Female,0,No,No,41,No,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.11,823.2,0.05456522,Not At Risk
CUST00373,Female,0,Yes,Yes,65,No,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.14,4295.25,0.17810346,Not At Risk
CUST00374,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.28,3652.64,0.0125227,Not At Risk
CUST00375,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.38,5276.74,0.044201963,Not At Risk
CUST00376,Female,0,No,Yes,47,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,87.1,4168.62,0.044746373,Not At Risk
CUST00377,Male,0,No,No,21,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),21.93,454.52,0.12711434,Not At Risk
CUST00378,Female,0,No,Yes,26,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.2,1746.6,0.07416736,Not At Risk
CUST00379,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,78.83,5181.13,0.07726195,Not At Risk
CUST00380,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.34,624.16,0.41197076,Not At Risk
